seq_id	class	organism	mtrA_score	mtoA_score	desc
WP_153915485.1	Shewanella_DmsE	Shewanella sp. TC10	663.9	275.1	WP_153915485.1 DmsE family decaheme c-type cytochrome [Shewanella sp. TC10]
WP_295032776.1	Shewanella_DmsE	Shewanella sp.	663.7	284.0	WP_295032776.1 DmsE family decaheme c-type cytochrome [Shewanella sp.]
WP_102528603.1	Shewanella_DmsE	Shewanella sp. 10N.286.51.B7	663.5	276.7	WP_102528603.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 10N.286.51.B7]
WP_418077762.1	Shewanella_DmsE	Shewanella marisflavi	663.3	284.3	WP_418077762.1 DmsE family decaheme c-type cytochrome [Shewanella marisflavi]
WP_478404643.1	Shewanella_DmsE	Shewanella glacialimarina	663.3	280.2	WP_478404643.1 DmsE family decaheme c-type cytochrome [Shewanella glacialimarina]
WP_412550079.1	Shewanella_DmsE	Shewanella	662.8	269.8	WP_412550079.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_248973702.1	Shewanella_DmsE	Shewanella kaireitica	662.7	283.9	WP_248973702.1 DmsE family decaheme c-type cytochrome [Shewanella kaireitica]
WP_028772335.1	Shewanella_DmsE	Shewanella waksmanii	662.7	276.0	WP_028772335.1 DmsE family decaheme c-type cytochrome [Shewanella waksmanii]
WP_220736724.1	Shewanella_DmsE	Shewanella sp. c952	662.7	283.7	WP_220736724.1 DmsE family decaheme c-type cytochrome [Shewanella sp. c952]
WP_229369859.1	Shewanella_DmsE	unclassified Shewanella	662.7	276.0	WP_229369859.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Shewanella]
WP_102476372.1	Shewanella_DmsE	unclassified Shewanella	662.6	274.1	WP_102476372.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Shewanella]
WP_088904284.1	Shewanella_DmsE	Shewanella marisflavi	662.5	283.8	WP_088904284.1 DmsE family decaheme c-type cytochrome [Shewanella marisflavi]
WP_372030923.1	Shewanella_DmsE	Shewanella sp. 10N.286.45.A1	662.5	283.5	WP_372030923.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 10N.286.45.A1]
WP_484362793.1	Shewanella_DmsE	Shewanella sp.	662.4	282.8	WP_484362793.1 DmsE family decaheme c-type cytochrome [Shewanella sp.]
WP_371990579.1	Shewanella_DmsE	Shewanella sp. 10N.286.54.B9	662.2	282.3	WP_371990579.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 10N.286.54.B9]
WP_303445679.1	Shewanella_DmsE	unclassified Shewanella	661.9	273.3	WP_303445679.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Shewanella]
QIR14124.1	Shewanella_DmsE	Shewanella aestuarii	661.8	279.0	QIR14124.1 DmsE family decaheme c-type cytochrome [Shewanella aestuarii]
WP_102519788.1	Shewanella_DmsE	Shewanella sp. 10N.286.48.A6	661.5	273.2	WP_102519788.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 10N.286.48.A6]
WP_020913333.1	Shewanella_DmsE	Shewanella piezotolerans	661.3	281.6	WP_020913333.1 DmsE family decaheme c-type cytochrome [Shewanella piezotolerans]
WP_443019928.1	Shewanella_DmsE	Shewanella sp. OMA3-2	660.6	277.7	WP_443019928.1 DmsE family decaheme c-type cytochrome [Shewanella sp. OMA3-2]
WP_338592528.1	Shewanella_DmsE	Shewanella khirikhana	660.3	286.8	WP_338592528.1 DmsE family decaheme c-type cytochrome [Shewanella khirikhana]
WP_432280147.1	Shewanella_DmsE	Shewanella aestuarii	660.3	278.0	WP_432280147.1 DmsE family decaheme c-type cytochrome [Shewanella aestuarii]
WWL38369.1	Shewanella_DmsE	Shewanella khirikhana	660.3	286.8	WWL38369.1 DmsE family decaheme c-type cytochrome [Shewanella khirikhana]
WP_303459887.1	Shewanella_DmsE	Shewanella sp. 3_MG-2023	660.2	273.1	WP_303459887.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 3_MG-2023]
WP_372037964.1	Shewanella_DmsE	unclassified Shewanella	660.1	265.5	WP_372037964.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Shewanella]
WP_406681940.1	Shewanella_DmsE	Shewanella subflava	658.6	275.0	WP_406681940.1 DmsE family decaheme c-type cytochrome [Shewanella subflava]
WP_303501638.1	Shewanella_DmsE	Shewanella sp. 6_MG-2023	658.0	276.1	WP_303501638.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 6_MG-2023]
WP_076537046.1	Shewanella_DmsE	Shewanella sp. UCD-KL21	657.4	270.4	WP_076537046.1 DmsE family decaheme c-type cytochrome [Shewanella sp. UCD-KL21]
WP_447163534.1	Shewanella_DmsE	Shewanella	656.7	287.9	WP_447163534.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_234198754.1	Shewanella_DmsE	Shewanella sp. AS1	656.7	279.1	WP_234198754.1 DmsE family decaheme c-type cytochrome [Shewanella sp. AS1]
WP_189615919.1	Shewanella_DmsE	Shewanella sp. 4t3-1-2LB	656.5	291.8	WP_189615919.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 4t3-1-2LB]
TCN90322.1	Shewanella_DmsE	Shewanella fodinae	656.5	291.8	TCN90322.1 DmsE family decaheme c-type cytochrome [Shewanella fodinae]
WP_411986401.1	Shewanella_DmsE	Shewanella mytili	656.4	279.9	WP_411986401.1 DmsE family decaheme c-type cytochrome [Shewanella mytili]
WP_447161577.1	Shewanella_DmsE	unclassified Shewanella	656.4	287.6	WP_447161577.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Shewanella]
CAM3344296.1	Shewanella_DmsE	Shewanella pealeana	655.5	286.4	CAM3344296.1 DmsE family decaheme c-type cytochrome [Shewanella pealeana]
WP_012155925.1	Shewanella_DmsE	Shewanella pealeana	655.5	286.4	WP_012155925.1 DmsE family decaheme c-type cytochrome [Shewanella pealeana]
WP_475517005.1	Shewanella_DmsE	Shewanella sp. QJM3NY_23	655.4	285.2	WP_475517005.1 DmsE family decaheme c-type cytochrome [Shewanella sp. QJM3NY_23]
WP_299806642.1	Shewanella_DmsE	uncultured Shewanella sp.	654.6	287.0	WP_299806642.1 DmsE family decaheme c-type cytochrome [uncultured Shewanella sp.]
WP_248950255.1	Shewanella_DmsE	Shewanella pneumatophori	654.2	284.5	WP_248950255.1 DmsE family decaheme c-type cytochrome [Shewanella pneumatophori]
WP_249000428.1	Shewanella_DmsE	Shewanella	654.1	284.3	WP_249000428.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_248469424.1	Shewanella_DmsE	Shewanella sp. 1CM18E	653.9	283.7	WP_248469424.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 1CM18E]
WP_447165136.1	Shewanella_DmsE	Shewanella sp. 125m-7	653.6	287.0	WP_447165136.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 125m-7]
WP_220768211.1	Shewanella_DmsE	Shewanella sp. MBTL60-007	653.6	286.9	WP_220768211.1 DmsE family decaheme c-type cytochrome [Shewanella sp. MBTL60-007]
WP_220760396.1	Shewanella_DmsE	unclassified Shewanella	653.5	286.3	WP_220760396.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Shewanella]
WP_373295242.1	Shewanella_DmsE	Shewanella	653.1	291.4	WP_373295242.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_239890274.1	Shewanella_DmsE	Shewanella sp. Isolate13	652.8	288.6	WP_239890274.1 DmsE family decaheme c-type cytochrome [Shewanella sp. Isolate13]
WP_371996804.1	Shewanella_DmsE	Shewanella	652.7	270.1	WP_371996804.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_202721541.1	Shewanella_DmsE	Shewanella schlegeliana	652.3	287.0	WP_202721541.1 DmsE family decaheme c-type cytochrome [Shewanella schlegeliana]
WP_076408524.1	Shewanella_DmsE	Shewanella sp. UCD-KL12	651.8	284.1	WP_076408524.1 DmsE family decaheme c-type cytochrome [Shewanella sp. UCD-KL12]
WP_428847878.1	Shewanella_DmsE	Shewanella dokdonensis	651.7	290.8	WP_428847878.1 DmsE family decaheme c-type cytochrome [Shewanella dokdonensis]
QYK06471.1	Shewanella_DmsE	Shewanella zhangzhouensis	651.4	291.4	QYK06471.1 DmsE family decaheme c-type cytochrome [Shewanella zhangzhouensis]
QYJ76551.1	Shewanella_DmsE	Shewanella sp. FJAT-52076	651.2	291.5	QYJ76551.1 DmsE family decaheme c-type cytochrome [Shewanella sp. FJAT-52076]
WP_220780568.1	Shewanella_DmsE	Shewanella sairae	651.2	285.3	WP_220780568.1 DmsE family decaheme c-type cytochrome [Shewanella sairae]
CAM2780014.1	Shewanella_DmsE	Shewanella amazonensis	650.5	290.7	CAM2780014.1 DmsE family decaheme c-type cytochrome [Shewanella amazonensis]
WP_012277866.1	Shewanella_DmsE	Shewanella halifaxensis	650.5	288.6	WP_012277866.1 DmsE family decaheme c-type cytochrome [Shewanella halifaxensis]
WP_394132830.1	Shewanella_DmsE	Shewanella maritima	650.4	274.2	WP_394132830.1 DmsE family decaheme c-type cytochrome [Shewanella maritima]
QRH02944.1	Shewanella_DmsE	Shewanella litorisediminis	650.3	285.9	QRH02944.1 DmsE family decaheme c-type cytochrome [Shewanella litorisediminis]
WP_413211446.1	Shewanella_DmsE	Shewanella sp. 10N.286.48.B5	650.1	267.8	WP_413211446.1 DmsE family decaheme c-type cytochrome [Shewanella sp. 10N.286.48.B5]
WP_112352364.1	Shewanella_DmsE	Shewanella benthica	650.1	288.7	WP_112352364.1 DmsE family decaheme c-type cytochrome [Shewanella benthica]
WP_028768205.1	Shewanella_DmsE	Shewanella	649.7	283.8	WP_028768205.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_473681624.1	Shewanella_DmsE	Shewanella sp. GJ50-10	649.5	269.8	WP_473681624.1 DmsE family decaheme c-type cytochrome [Shewanella sp. GJ50-10]
WP_025820064.1	Shewanella_DmsE	Shewanella marina	649.3	276.3	WP_025820064.1 DmsE family decaheme c-type cytochrome [Shewanella marina]
WP_238106371.1	Shewanella_DmsE	Shewanella metallivivens	648.7	287.2	WP_238106371.1 DmsE family decaheme c-type cytochrome [Shewanella metallivivens]
WP_420854417.1	Shewanella_DmsE	Shewanella zhuhaiensis	648.6	281.8	WP_420854417.1 DmsE family decaheme c-type cytochrome [Shewanella zhuhaiensis]
UJF23507.1	Shewanella_DmsE	Shewanella sp. OMA3-2	648.4	271.5	UJF23507.1 DmsE family decaheme c-type cytochrome [Shewanella sp. OMA3-2]
WP_374758529.1	Shewanella_DmsE	Shewanella	648.0	269.0	WP_374758529.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_424531011.1	Shewanella_DmsE	Shewanella sp.	647.9	287.1	WP_424531011.1 DmsE family decaheme c-type cytochrome [Shewanella sp.]
WOT04103.1	Shewanella_DmsE	Shewanella youngdeokensis	647.1	274.3	WOT04103.1 DmsE family decaheme c-type cytochrome [Shewanella youngdeokensis]
WP_310471732.1	Shewanella_DmsE	Shewanella youngdeokensis	647.1	274.3	WP_310471732.1 DmsE family decaheme c-type cytochrome [Shewanella youngdeokensis]
WP_188919253.1	Shewanella_DmsE	Shewanella saliphila	646.9	286.0	WP_188919253.1 DmsE family decaheme c-type cytochrome [Shewanella saliphila]
WP_418856602.1	Shewanella_DmsE	Shewanella khirikhana	646.5	278.8	WP_418856602.1 DmsE family decaheme c-type cytochrome [Shewanella khirikhana]
WP_188924949.1	Shewanella_DmsE	Shewanella algicola	646.4	286.8	WP_188924949.1 DmsE family decaheme c-type cytochrome [Shewanella algicola]
WP_124016377.1	Shewanella_DmsE	Shewanella	645.8	282.9	WP_124016377.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
UJL43100.1	Shewanella_DmsE	Shewanella vesiculosa	645.8	282.9	UJL43100.1 DmsE family decaheme c-type cytochrome [Shewanella vesiculosa]
RPA51229.1	Shewanella_DmsE	Shewanella vesiculosa	645.8	282.9	RPA51229.1 DmsE family decaheme c-type cytochrome [Shewanella vesiculosa]
WP_248970550.1	Shewanella_DmsE	Shewanella	645.7	281.1	WP_248970550.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_445777867.1	Shewanella_DmsE	Shewanella sp.	645.6	280.2	WP_445777867.1 DmsE family decaheme c-type cytochrome [Shewanella sp.]
WP_137221641.1	Shewanella_DmsE	Shewanella sp. MEBiC00475	645.5	286.3	WP_137221641.1 DmsE family decaheme c-type cytochrome [Shewanella sp. MEBiC00475]
WP_273057522.1	Shewanella_DmsE	Shewanella	645.0	283.0	WP_273057522.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_110456637.1	Shewanella_DmsE	Shewanella algidipiscicola	644.8	290.7	WP_110456637.1 DmsE family decaheme c-type cytochrome [Shewanella algidipiscicola]
WP_456041676.1	Shewanella_DmsE	unclassified Shewanella	644.0	281.9	WP_456041676.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Shewanella]
XPI96887.1	Shewanella_DmsE	Shewanella basaltis	643.9	277.9	XPI96887.1 DmsE family decaheme c-type cytochrome [Shewanella basaltis]
WP_119977069.1	Shewanella_DmsE	Shewanella algidipiscicola	643.9	291.0	WP_119977069.1 DmsE family decaheme c-type cytochrome [Shewanella algidipiscicola]
WP_418357153.1	Shewanella_DmsE	Shewanella basaltis	643.9	277.9	WP_418357153.1 DmsE family decaheme c-type cytochrome [Shewanella basaltis]
XBJ49779.1	Shewanella_DmsE	Shewanella sp. H8	643.8	285.1	XBJ49779.1 DmsE family decaheme c-type cytochrome [Shewanella sp. H8]
WP_445775972.1	Shewanella_DmsE	Shewanella sp.	643.7	277.9	WP_445775972.1 DmsE family decaheme c-type cytochrome [Shewanella sp.]
WP_232280541.1	Shewanella_DmsE	Shewanella amazonensis	642.8	281.8	WP_232280541.1 DmsE family decaheme c-type cytochrome [Shewanella amazonensis]
WP_282109661.1	Shewanella_DmsE	Shewanella algicola	642.7	286.0	WP_282109661.1 DmsE family decaheme c-type cytochrome [Shewanella algicola]
WP_188739807.1	Shewanella_DmsE	Shewanella inventionis	642.6	290.5	WP_188739807.1 DmsE family decaheme c-type cytochrome [Shewanella inventionis]
WP_239002138.1	Shewanella_DmsE	Shewanella litorisediminis	642.0	278.9	WP_239002138.1 DmsE family decaheme c-type cytochrome [Shewanella litorisediminis]
WP_188954747.1	Shewanella_DmsE	Shewanella ulleungensis	641.9	280.3	WP_188954747.1 DmsE family decaheme c-type cytochrome [Shewanella ulleungensis]
WP_258405526.1	Shewanella_DmsE	Shewanella	641.7	281.6	WP_258405526.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_432653779.1	Shewanella_DmsE	Shewanella jiangmenensis	640.8	283.8	WP_432653779.1 DmsE family decaheme c-type cytochrome [Shewanella jiangmenensis]
WP_167870196.1	Shewanella_DmsE	Shewanella sp. WXL01	640.7	279.1	WP_167870196.1 DmsE family decaheme c-type cytochrome [Shewanella sp. WXL01]
QDE30685.1	Shewanella_DmsE	Shewanella polaris	640.4	286.8	QDE30685.1 DmsE family decaheme c-type cytochrome [Shewanella polaris]
WP_140233790.1	Shewanella_DmsE	Shewanella polaris	640.4	286.8	WP_140233790.1 DmsE family decaheme c-type cytochrome [Shewanella polaris]
QBF84126.1	Shewanella_DmsE	Shewanella maritima	640.1	279.7	QBF84126.1 DmsE family decaheme c-type cytochrome [Shewanella maritima]
WP_130601925.1	Shewanella_DmsE	Shewanella maritima	640.1	279.7	WP_130601925.1 DmsE family decaheme c-type cytochrome [Shewanella maritima]
WP_479637421.1	Shewanella_DmsE	Shewanella sp. ISS20	639.9	285.7	WP_479637421.1 DmsE family decaheme c-type cytochrome [Shewanella sp. ISS20]
WP_223418253.1	Shewanella_DmsE	Shewanella inventionis	639.2	286.9	WP_223418253.1 DmsE family decaheme c-type cytochrome [Shewanella inventionis]
UAL42391.1	Shewanella_DmsE	Shewanella inventionis	639.2	286.9	UAL42391.1 DmsE family decaheme c-type cytochrome [Shewanella inventionis]
WP_153662334.1	Shewanella_DmsE	Shewanella intestini	638.9	271.8	WP_153662334.1 DmsE family decaheme c-type cytochrome [Shewanella intestini]
WP_432405086.1	Shewanella_DmsE	Shewanella sp. MF05960	637.6	283.4	WP_432405086.1 DmsE family decaheme c-type cytochrome [Shewanella sp. MF05960]
WP_140932174.1	Shewanella_DmsE	Shewanella sp. SNU WT4	637.5	286.2	WP_140932174.1 DmsE family decaheme c-type cytochrome [Shewanella sp. SNU WT4]
QDF66655.1	Shewanella_DmsE	Shewanella sp. SNU WT4	637.5	286.2	QDF66655.1 DmsE family decaheme c-type cytochrome [Shewanella sp. SNU WT4]
WP_160053383.1	Shewanella_DmsE	Shewanella litoralis	637.2	281.0	WP_160053383.1 DmsE family decaheme c-type cytochrome [Shewanella litoralis]
WP_095506167.1	other	Paraferrimonas sedimenticola	637.2	262.1	WP_095506167.1 DmsE family decaheme c-type cytochrome [Paraferrimonas sedimenticola]
WP_233132600.1	other	Paraferrimonas haliotis	636.6	273.7	WP_233132600.1 DmsE family decaheme c-type cytochrome [Paraferrimonas haliotis]
WP_256261018.1	Shewanella_DmsE	Shewanella sp. NIFS-20-20	636.4	288.2	WP_256261018.1 DmsE family decaheme c-type cytochrome [Shewanella sp. NIFS-20-20]
WP_432529130.1	Shewanella_DmsE	Shewanella sp. GXUN23E	636.0	288.7	WP_432529130.1 DmsE family decaheme c-type cytochrome [Shewanella sp. GXUN23E]
WP_435804538.1	Shewanella_DmsE	Shewanella psychromarinicola	635.3	285.4	WP_435804538.1 DmsE family decaheme c-type cytochrome [Shewanella psychromarinicola]
RPA62043.1	Shewanella_DmsE	Shewanella frigidimarina	634.9	282.1	RPA62043.1 DmsE family decaheme c-type cytochrome [Shewanella frigidimarina]
RPA35620.1	Shewanella_DmsE	Shewanella frigidimarina	634.9	282.1	RPA35620.1 DmsE family decaheme c-type cytochrome [Shewanella frigidimarina]
WP_392343091.1	Shewanella_DmsE	uncultured Shewanella sp.	634.9	282.6	WP_392343091.1 DmsE family decaheme c-type cytochrome [uncultured Shewanella sp.]
WP_011638088.1	Shewanella_DmsE	Shewanella	634.9	282.1	WP_011638088.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_101030281.1	Shewanella_DmsE	Shewanella	634.8	282.0	WP_101030281.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_101087790.1	Shewanella_DmsE	Shewanella sp.	634.6	281.5	WP_101087790.1 DmsE family decaheme c-type cytochrome [Shewanella sp.]
WP_124730293.1	Shewanella_DmsE	Shewanella livingstonensis	634.5	285.2	WP_124730293.1 DmsE family decaheme c-type cytochrome [Shewanella livingstonensis]
CAM4189290.1	Shewanella_DmsE	Shewanella livingstonensis	634.5	285.2	CAM4189290.1 DmsE family decaheme c-type cytochrome [Shewanella livingstonensis]
AZG72717.1	Shewanella_DmsE	Shewanella livingstonensis	634.5	285.2	AZG72717.1 DmsE family decaheme c-type cytochrome [Shewanella livingstonensis]
WP_059745437.1	Shewanella_DmsE	Shewanella frigidimarina	634.4	283.5	WP_059745437.1 DmsE family decaheme c-type cytochrome [Shewanella frigidimarina]
WP_432366956.1	Shewanella_DmsE	Shewanella frigidimarina	634.4	283.6	WP_432366956.1 DmsE family decaheme c-type cytochrome [Shewanella frigidimarina]
AZG35667.1	Shewanella_DmsE	Shewanella psychromarinicola	634.3	281.4	AZG35667.1 DmsE family decaheme c-type cytochrome [Shewanella psychromarinicola]
RPA30410.1	Shewanella_DmsE	Shewanella psychromarinicola	634.3	281.4	RPA30410.1 DmsE family decaheme c-type cytochrome [Shewanella psychromarinicola]
WP_124013405.1	Shewanella_DmsE	Shewanella	634.3	281.4	WP_124013405.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Shewanella]
WP_182773031.1	Shewanella_DmsE	Shewanella sp. SG41-4	633.8	281.5	WP_182773031.1 DmsE family decaheme c-type cytochrome [Shewanella sp. SG41-4]
WP_371833633.1	Shewanella_DmsE	Shewanella sp. H8	633.2	282.0	WP_371833633.1 DmsE family decaheme c-type cytochrome [Shewanella sp. H8]
WP_283106393.1	Shewanella_DmsE	Shewanella submarina	629.8	270.9	WP_283106393.1 DmsE family decaheme c-type cytochrome [Shewanella submarina]
WP_283164234.1	Shewanella_DmsE	Shewanella corallii	629.3	267.3	WP_283164234.1 DmsE family decaheme c-type cytochrome [Shewanella corallii]
QHS12871.1	Shewanella_DmsE	Shewanella sp. Arc9-LZ	628.5	279.7	QHS12871.1 DmsE family decaheme c-type cytochrome [Shewanella sp. Arc9-LZ]
WP_162022706.1	Shewanella_DmsE	Shewanella sp. Arc9-LZ	628.5	279.7	WP_162022706.1 DmsE family decaheme c-type cytochrome [Shewanella sp. Arc9-LZ]
WP_350996411.1	Shewanella_DmsE	unclassified Shewanella	627.8	277.1	WP_350996411.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Shewanella]
WP_242445197.1	Shewanella_DmsE	unclassified Shewanella	627.1	277.1	WP_242445197.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Shewanella]
WP_432308283.1	Shewanella_DmsE	Shewanella frigidimarina	626.0	275.2	WP_432308283.1 DmsE family decaheme c-type cytochrome [Shewanella frigidimarina]
WP_350976798.1	Shewanella_DmsE	Shewanella sp. AC34-MNA-CIBAN-0136	625.5	276.5	WP_350976798.1 DmsE family decaheme c-type cytochrome [Shewanella sp. AC34-MNA-CIBAN-0136]
WP_095505338.1	other	Paraferrimonas sedimenticola	622.9	255.2	WP_095505338.1 DmsE family decaheme c-type cytochrome [Paraferrimonas sedimenticola]
WP_275483508.1	Shewanella_DmsE	Shewanella sp. A32	615.2	284.9	WP_275483508.1 DmsE family decaheme c-type cytochrome [Shewanella sp. A32]
QUN07555.1	Shewanella_DmsE	Shewanella yunxiaonensis	613.2	285.0	QUN07555.1 DmsE family decaheme c-type cytochrome [Shewanella yunxiaonensis]
WP_207356082.1	Shewanella_DmsE	Shewanella avicenniae	610.7	288.1	WP_207356082.1 DmsE family decaheme c-type cytochrome [Shewanella avicenniae]
